--- I dati riportati sono pubblicati in tempo reale e pertanto non si può escludere la presenza saltuaria di valori anomali. ---
--- Per approfondimenti contattare il Centro Funzionale regionale 0165 272650. ---
Stazione: Valsavarenche - Pont
Latitudine wgs84: 45.5268
Longitudine wgs84: 7.20093
Quota mslm: 1951
Parametro: Radiazione totale
Unità misura: W/m²
Data inizio: 2025-12-02 00:00:00
Data fine: 2025-12-05 23:59:59

2025-12-02 00:00:00;0,0
2025-12-02 01:00:00;0,0
2025-12-02 02:00:00;0,0
2025-12-02 03:00:00;0,0
2025-12-02 04:00:00;0,0
2025-12-02 05:00:00;0,0
2025-12-02 06:00:00;0,0
2025-12-02 07:00:00;1,7
2025-12-02 08:00:00;70,7
2025-12-02 09:00:00;567,8
2025-12-02 10:00:00;605,2
2025-12-02 11:00:00;386,8
2025-12-02 12:00:00;174,5
2025-12-02 13:00:00;75,8
2025-12-02 14:00:00;35,2
2025-12-02 15:00:00;0,0
2025-12-02 16:00:00;0,0
2025-12-02 17:00:00;0,0
2025-12-02 18:00:00;0,0
2025-12-02 19:00:00;0,0
2025-12-02 20:00:00;0,0
2025-12-02 21:00:00;0,0
2025-12-02 22:00:00;0,0
2025-12-02 23:00:00;0,0
2025-12-03 00:00:00;0,0
2025-12-03 01:00:00;0,0
2025-12-03 02:00:00;0,0
2025-12-03 03:00:00;0,0
2025-12-03 04:00:00;0,0
2025-12-03 05:00:00;0,0
2025-12-03 06:00:00;0,0
2025-12-03 07:00:00;25,0
2025-12-03 08:00:00;59,7
2025-12-03 09:00:00;91,2
2025-12-03 10:00:00;106,5
2025-12-03 11:00:00;133,0
2025-12-03 12:00:00;133,8
2025-12-03 13:00:00;76,0
2025-12-03 14:00:00;18,3
2025-12-03 15:00:00;0,0
2025-12-03 16:00:00;0,0
2025-12-03 17:00:00;0,0
2025-12-03 18:00:00;0,0
2025-12-03 19:00:00;0,0
2025-12-03 20:00:00;0,0
2025-12-03 21:00:00;0,0
2025-12-03 22:00:00;0,0
2025-12-03 23:00:00;0,0
2025-12-04 00:00:00;0,0
2025-12-04 01:00:00;0,0
2025-12-04 02:00:00;0,0
2025-12-04 03:00:00;0,0
2025-12-04 04:00:00;0,0
2025-12-04 05:00:00;0,0
2025-12-04 06:00:00;0,0
2025-12-04 07:00:00;0,0
2025-12-04 08:00:00;8,2
2025-12-04 09:00:00;31,5
2025-12-04 10:00:00;87,0
2025-12-04 11:00:00;70,3
2025-12-04 12:00:00;63,7
2025-12-04 13:00:00;42,0
2025-12-04 14:00:00;9,5
2025-12-04 15:00:00;0,0
2025-12-04 16:00:00;0,0
2025-12-04 17:00:00;0,0
2025-12-04 18:00:00;0,0
2025-12-04 19:00:00;0,0
2025-12-04 20:00:00;0,0
2025-12-04 21:00:00;0,0
2025-12-04 22:00:00;0,0
2025-12-04 23:00:00;0,0
2025-12-05 00:00:00;0,0
2025-12-05 01:00:00;0,0
2025-12-05 02:00:00;0,0
2025-12-05 03:00:00;0,0
2025-12-05 04:00:00;0,0
2025-12-05 05:00:00;0,0
2025-12-05 06:00:00;0,0
2025-12-05 07:00:00;0,0
2025-12-05 08:00:00;0,8
2025-12-05 09:00:00;207,3
2025-12-05 10:00:00;266,3
2025-12-05 11:00:00;334,2
2025-12-05 12:00:00;55,0
2025-12-05 13:00:00;3,5
2025-12-05 14:00:00;0,0
2025-12-05 15:00:00;
